travel2csb,age,dependency_family,dependency_single,occupation1,occupation2,occupation3,fullyowned,purchasing,renting,numberofschool,_1bed_unit_median_price,_1bed_unit_days,_1bed_unit_clearance,_1bed_unit_sold,_2bed_unit_median_price,_2bed_unit_days,_2bed_unit_clearance,_2bed_unit_sold,_3bed_unit_median_price,_3bed_unit_days,_3bed_unit_clearance,_3bed_unit_sold,_2bed_house_median_price,_2bed_house_days,_2bed_house_clearance,_2bed_house_sold,_3bed_house_median_price,_3bed_house_days,_3bed_house_clearance,_3bed_house_sold,_4bed_house_median_price,_4bed_house_days,_4bed_house_clearance,_4bed_house_sold,name,post
1 hour 49 mins,60+,54.0,46.0,Manufacturing,Retail trade,Health Care/Social,49.0,28.0,23.0,2,,,,1,,,,,,,,,,,,8,369000.0,45,70%,50,450000.0,109,,21,Bell Post Hill,3215
1 hour 36 mins,60+,36.0,64.0,Manufacturing,Health Care/Social,Retail trade,34.0,25.0,41.0,3,,,,1,,,,2,,,,,327000.0,,,12,355000.0,98,75%,36,,,,8,North Geelong,3215
1 hour 21 mins,40 - 59,58.0,42.0,Retail trade,Health Care/Social,Education & training,42.0,32.0,27.0,0,,,,,,,,,,,,1,,,,6,725000.0,,,12,,,,5,Rippleside,3215
1 hour 32 mins,40 - 59,56.0,44.0,Education & training,Health Care/Social,Professional/Technical,44.0,29.0,27.0,0,,,,,,,,1,,,,,,,,1,,,,4,,,,6,Drumcondra,3215
1 hour 41 mins,20 - 39,51.0,49.0,Retail trade,Health Care/Social,Manufacturing,35.0,39.0,26.0,3,,,,,292000.0,66,,23,,,,7,341000.0,31,,14,390000.0,30,,145,445000.0,28,,69,Grovedale,3216
1 hour 59 mins,40 - 59,57.0,43.0,Health Care/Social,Retail trade,Education & training,41.0,36.0,22.0,3,,,,7,313000.0,51,,26,,,,8,356000.0,27,,13,530000.0,40,77%,173,653000.0,58,62%,155,Highton,3216
1 hour 58 mins,20 - 39,44.0,56.0,Health Care/Social,Retail trade,Education & training,36.0,31.0,33.0,3,,,,8,290000.0,82,,40,,,,9,388000.0,53,75%,46,450000.0,49,76%,240,510000.0,52,75%,54,Belmont,3216
2 hours 6 mins,40 - 59,64.0,36.0,Health Care/Social,Retail trade,Education & training,42.0,47.0,11.0,0,,,,1,,,,,,,,,,,,1,,,,7,631000.0,68,,19,Wandana Heights,3216
1 hour 42 mins,60+,46.0,54.0,Health Care/Social,Manufacturing,Retail trade,29.0,42.0,29.0,0,,,,,,,,,,,,1,,,,2,388000.0,71,,24,430000.0,79,,15,Marshall,3216
--,20 - 39,52.0,48.0,Retail trade,Construction,Education & training,26.0,57.0,17.0,1,,,,,,,,1,,,,1,,,,4,464000.0,39,,30,538000.0,57,,37,Waurn Ponds,3216
1 hour 59 mins,40 - 59,60.0,40.0,Construction,Health Care/Social,Manufacturing,54.0,21.0,25.0,0,,,,,,,,,,,,,,,,,440000.0,144,,31,480000.0,111,,69,Armstrong Creek,3217
,40 - 59,63.0,37.0,Retail trade,Manufacturing,Education & training,47.0,46.0,7.0,0,,,,,,,,,,,,,,,,2,423000.0,77,,16,540000.0,74,,25,Mount Duneed,3217
,60+,64.0,36.0,Agriculture,Construction,Retail trade,49.0,33.0,18.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Freshwater Creek,3217
1 hour 33 mins,20 - 39,39.0,61.0,Health Care/Social,Retail trade,Education & training,26.0,33.0,42.0,3,,,,6,345000.0,60,,17,,,,3,505000.0,,70%,28,591000.0,36,76%,95,702000.0,33,60%,29,Geelong West,3218
1 hour 47 mins,20 - 39,41.0,59.0,Health Care/Social,Retail trade,Manufacturing,34.0,30.0,36.0,1,,,,7,244000.0,201,,10,,,,,379000.0,,,13,427000.0,53,57%,47,454000.0,,,10,Herne Hill,3218
1 hour 47 mins,40 - 59,48.0,52.0,Health Care/Social,Retail trade,Education & training,34.0,33.0,33.0,2,,,,2,,,,4,,,,1,,,,9,620000.0,31,40%,21,,,,6,Manifold Heights,3218
1 hour 51 mins,60+,37.0,63.0,Health Care/Social,Retail trade,Manufacturing,37.0,28.0,35.0,2,,,,2,,,,7,,,,4,290000.0,55,,17,325000.0,41,70%,81,,,,7,Newcomb,3219
1 hour 52 mins,20 - 39,44.0,56.0,Health Care/Social,Retail trade,Education & training,30.0,37.0,33.0,2,,,,2,,,,2,,,,,417000.0,,,20,545000.0,38,83%,55,735000.0,,,13,East Geelong,3219
1 hour 54 mins,40 - 59,38.0,62.0,Manufacturing,Health Care/Social,Retail trade,27.0,29.0,44.0,2,,,,4,215000.0,,,11,,,,,218000.0,,,10,290000.0,37,,34,,,,9,Whittington,3219
1 hour 45 mins,20 - 39,28.0,72.0,Health Care/Social,Manufacturing,Retail trade,24.0,26.0,51.0,0,,,,,,,,1,,,,2,,,,8,349000.0,57,,21,,,,3,Thomson,3219
2 hours 0 mins,20 - 39,38.0,62.0,Manufacturing,Health Care/Social,Construction,32.0,30.0,38.0,0,,,,,,,,2,,,,1,,,,4,305000.0,61,,19,,,,2,Breakwater,3219
2 hours 7 mins,40 - 59,48.0,52.0,Manufacturing,Retail trade,Health Care/Social,28.0,46.0,26.0,0,,,,,,,,5,,,,1,,,,8,320000.0,81,,55,444000.0,49,,20,St Albans Park,3219
1 hour 32 mins,20 - 39,39.0,61.0,Health Care/Social,Retail trade,Education & training,31.0,24.0,45.0,3,,,,1,440000.0,251,,14,,,,3,458000.0,,,18,625000.0,49,55%,53,936000.0,,46%,21,Geelong,3220
1 hour 51 mins,40 - 59,51.0,49.0,Health Care/Social,Retail trade,Education & training,38.0,30.0,31.0,3,,,,6,336000.0,63,,15,,,,8,500000.0,95,,28,634000.0,73,56%,117,905000.0,114,50%,68,Newtown,3220
1 hour 40 mins,20 - 39,41.0,59.0,Health Care/Social,Retail trade,Construction,27.0,35.0,38.0,0,,,,,,,,3,,,,,,,,5,605000.0,,81%,12,,,,3,South Geelong,3220
3 hours 58 mins,40 - 59,37.0,63.0,Hospitality,Construction,Administration,49.0,27.0,24.0,0,,,,,,,,,,,,,,,,1,,,,5,,,,2,Wye River,3221
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Wongarra,3221
--,40 - 59,57.0,42.0,Retail trade,Construction,Education & training,40.0,48.0,12.0,1,,,,,,,,,,,,,,,,,,,,3,,,,1,Ceres,3221
--,40 - 59,63.0,37.0,Agriculture,Manufacturing,Construction,45.0,33.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,2,Gnarwarre,3221
4 hours 3 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,2,,,,1,Kennett River,3221
4 hours 9 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,Separation Creek,3221
2 hours 13 mins,40 - 59,58.0,42.0,Construction,Health Care/Social,Manufacturing,49.0,41.0,11.0,1,,,,,,,,,,,,,,,,,,,,7,,,,3,Wallington,3221
1 hour 52 mins,40 - 59,54.0,46.0,Manufacturing,Retail trade,Construction,52.0,33.0,15.0,1,,,,,,,,,,,,,,,,,,,,5,,,,6,Moolap,3221
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Staughton Vale,3221
--,40 - 59,59.0,41.0,Manufacturing,Agriculture,Construction,48.0,42.0,10.0,1,,,,,,,,,,,,,,,,,,,,3,,,,5,Anakie,3221
--,40 - 59,63.0,37.0,Agriculture,Health Care/Social,Hospitality,47.0,42.0,11.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Barrabool,3221
--,40 - 59,65.0,35.0,Construction,Manufacturing,Retail trade,35.0,55.0,9.0,1,,,,,,,,,,,,,,,,,,,,4,,,,3,Batesford,3221
--,40 - 59,48.0,52.0,Health Care/Social,Wholesale trade,Manufacturing,58.0,20.0,22.0,0,,,,,,,,,,,,,,,,,,,,2,,,,4,Fyansford,3221
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Grey River,3221
2 hours 10 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,Bellarine,3221
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Murgheboluc,3221
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Stonehaven,3221
2 hours 15 mins,40 - 59,56.0,44.0,Health Care/Social,Construction,Retail trade,40.0,40.0,20.0,1,,,,,,,,5,,,,1,315000.0,,,13,372000.0,68,,127,450000.0,114,,57,Clifton Springs,3222
2 hours 13 mins,40 - 59,65.0,35.0,Hospitality,Health Care/Social,Manufacturing,48.0,39.0,13.0,0,,,,,,,,,,,,,,,,1,408000.0,112,,19,417000.0,115,,22,Curlewis,3222
--,60+,58.0,42.0,Health Care/Social,Retail trade,Construction,47.0,36.0,17.0,3,,,,,,,,9,,,,3,315000.0,,,13,401000.0,90,,40,520000.0,160,,32,Drysdale,3222
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Marcus Hill,3222
2 hours 18 mins,60+,54.0,46.0,Health Care/Social,Construction,Manufacturing,51.0,22.0,27.0,1,,,,,,,,9,,,,4,,,,9,452000.0,162,,75,555000.0,219,,35,Portarlington,3223
2 hours 30 mins,60+,55.0,45.0,Retail trade,Construction,Health Care/Social,48.0,23.0,29.0,0,,,,2,,,,7,,,,2,345000.0,,,11,420000.0,199,,63,508000.0,194,,34,St Leonards,3223
2 hours 28 mins,60+,56.0,44.0,Retail trade,Manufacturing,Construction,50.0,24.0,26.0,0,,,,1,,,,,,,,,,,,4,440000.0,97,,20,575000.0,186,,19,Indented Head,3223
2 hours 4 mins,40 - 59,58.0,42.0,Health Care/Social,Retail trade,Manufacturing,39.0,44.0,17.0,1,,,,,293000.0,111,,16,,,,1,285000.0,170,,14,380000.0,72,,140,465000.0,85,,118,Leopold,3224
2 hours 27 mins,60+,60.0,40.0,Health Care/Social,Education & training,Retail trade,56.0,22.0,22.0,0,,,,,,,,3,,,,4,,,,8,720000.0,169,,48,803000.0,458,,26,Point Lonsdale,3225
2 hours 33 mins,60+,57.0,43.0,Hospitality,Health Care/Social,Retail trade,54.0,20.0,26.0,2,,,,2,,,,3,,,,2,712000.0,,,10,662000.0,305,,20,845000.0,355,,13,Queenscliff,3225
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Swan Bay,3225
2 hours 11 mins,40 - 59,54.0,46.0,Health Care/Social,Construction,Education & training,39.0,37.0,25.0,3,,,,1,445000.0,81,,20,505000.0,78,,16,479000.0,66,,23,575000.0,113,60%,222,615000.0,127,60%,144,Ocean Grove,3226
2 hours 3 mins,40 - 59,56.0,44.0,Health Care/Social,Construction,Education & training,37.0,38.0,25.0,1,,,,,,,,5,,,,4,,,,9,843000.0,110,,46,1050000.0,92,,36,Barwon Heads,3227
2 hours 6 mins,40 - 59,58.0,42.0,Construction,Health Care/Social,Education & training,43.0,37.0,19.0,0,,,,,,,,5,,,,4,,,,,830000.0,,,11,,,,1,Connewarre,3227
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Breamlea,3227
--,40 - 59,62.0,38.0,Education & training,Health Care/Social,Wholesale trade,62.0,32.0,6.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Bells Beach,3228
2 hours 3 mins,40 - 59,57.0,43.0,Construction,Health Care/Social,Education & training,32.0,40.0,28.0,3,,,,2,,,,7,660000.0,186,,13,470000.0,32,,15,680000.0,77,75%,144,745000.0,120,45%,173,Torquay,3228
2 hours 9 mins,40 - 59,52.0,48.0,Health Care/Social,Construction,Education & training,31.0,41.0,28.0,0,,,,2,,,,1,,,,2,,,,2,785000.0,70,,32,850000.0,74,,23,Jan Juc,3228
2 hours 31 mins,40 - 59,58.0,42.0,Health Care/Social,Construction,Education & training,51.0,34.0,16.0,0,,,,,,,,,,,,,,,,,,,,3,,,,1,Bellbrae,3228
--,60+,53.0,47.0,Construction,Health Care/Social,Retail trade,46.0,27.0,27.0,1,,,,,,,,1,,,,3,445000.0,,,17,690000.0,118,,51,895000.0,109,,23,Anglesea,3230
2 hours 53 mins,40 - 59,53.0,47.0,Construction,Health Care/Social,Hospitality,48.0,26.0,26.0,1,,,,,,,,2,,,,2,,,,3,725000.0,,,17,923000.0,24,,12,Aireys Inlet,3231
3 hours 6 mins,40 - 59,63.0,37.0,Education & training,Construction,Hospitality,55.0,31.0,14.0,0,,,,,,,,,,,,,,,,,825000.0,,,12,,,,3,Fairhaven,3231
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5,,,,3,Moggs Creek,3231
3 hours 22 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,Eastern View,3231
--,40 - 59,51.0,49.0,Hospitality,Construction,Retail trade,47.0,22.0,31.0,1,,,,6,,,,7,,,,4,,,,5,1008000.0,224,,32,1000000.0,218,,15,Lorne,3232
4 hours 45 mins,60+,46.0,54.0,Hospitality,Retail trade,Health Care/Social,35.0,21.0,44.0,1,,,,,,,,7,,,,2,,,,3,491000.0,475,,54,602000.0,299,,15,Apollo Bay,3233
4 hours 57 mins,40 - 59,58.0,42.0,Hospitality,Construction,Health Care/Social,56.0,23.0,21.0,0,,,,,,,,,,,,,,,,2,,,,9,,,,2,Skenes Creek,3233
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Cape Otway,3233
4 hours 50 mins,40 - 59,48.0,52.0,Administration,Construction,Hospitality,46.0,37.0,17.0,0,,,,1,,,,,,,,,,,,3,599000.0,,,11,,,,2,Marengo,3233
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Skenes Creek North,3233
--,40 - 59,50.0,50.0,Agriculture,Hospitality,Health Care/Social,38.0,45.0,18.0,1,,,,,,,,,,,,,,,,1,,,,2,,,,,Deans Marsh,3235
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Pennyroyal,3235
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Boonah,3235
3 hours 48 mins,40 - 59,42.0,58.0,Health Care/Social,Hospitality,Agriculture,43.0,33.0,24.0,1,,,,,,,,,,,,,,,,1,,,,2,,,,1,Forrest,3236
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Yuulong,3237
--,40 - 59,47.0,53.0,Agriculture,Hospitality,Health Care/Social,44.0,34.0,22.0,0,,,,,,,,,,,,,,,,,,,,2,,,,,Beech Forest,3237
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Ferguson,3237
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gellibrand Lower,3237
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Hordern Vale,3238
--,60+,57.0,43.0,Agriculture,Hospitality,Construction,32.0,38.0,30.0,0,,,,,,,,,,,,,,,,1,,,,1,,,,,Johanna,3238
8 hours 9 mins,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,Lavers Hill,3238
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Glenaire,3238
--,40 - 59,48.0,52.0,Agriculture,Health Care/Social,Manufacturing,51.0,33.0,17.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Gellibrand,3239
--,40 - 59,62.0,38.0,Manufacturing,Construction,Agriculture,45.0,40.0,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Mount Moriac,3240
--,40 - 59,63.0,37.0,Agriculture,Health Care/Social,Construction,41.0,49.0,9.0,0,,,,,,,,,,,,,,,,1,,,,,,,,,Modewarre,3240
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Buckley,3240
--,40 - 59,63.0,37.0,Health Care/Social,Education & training,Construction,41.0,54.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Gherang,3240
--,40 - 59,65.0,35.0,Retail trade,Manufacturing,Construction,32.0,65.0,3.0,1,,,,,,,,,,,,,,,,,,,,2,,,,6,Moriac,3240
--,40 - 59,58.0,42.0,Construction,Retail trade,Manufacturing,40.0,45.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Paraparap,3240
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Bambra,3241
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Wurdiboluc,3241
1 hour 58 mins,40 - 59,49.0,51.0,Health Care/Social,Agriculture,Manufacturing,38.0,34.0,27.0,1,,,,,,,,,,,,,,,,7,295000.0,134,,31,430000.0,,,13,Winchelsea,3241
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Wensleydale,3241
--,40 - 59,62.0,38.0,Agriculture,Manufacturing,Construction,38.0,41.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Winchelsea South,3241
2 hours 12 mins,40 - 59,47.0,53.0,Health Care/Social,Construction,Hospitality,46.0,38.0,16.0,1,,,,,,,,,,,,,,,,5,,,,7,,,,8,Birregurra,3242
3 hours 44 mins,40 - 59,55.0,45.0,Agriculture,Health Care/Social,Manufacturing,47.0,40.0,13.0,0,,,,,,,,,,,,,,,,1,,,,,,,,,Barwon Downs,3243
--,40 - 59,58.0,42.0,Agriculture,Manufacturing,Education & training,54.0,25.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Warncoort,3243
5 hours 29 mins,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,Alvie,3249
--,40 - 59,57.0,43.0,Agriculture,Manufacturing,Health Care/Social,38.0,31.0,31.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Irrewillipe,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Swan Marsh,3249
--,40 - 59,56.0,44.0,Health Care/Social,Public Sector/Safety,Manufacturing,52.0,44.0,4.0,0,,,,,,,,,,,,,,,,,,,,2,,,,2,Barongarook,3249
--,40 - 59,57.0,43.0,Agriculture,Manufacturing,Health Care/Social,45.0,36.0,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Warrion,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Kawarren,3249
4 hours 8 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Tanybryn,3249
--,40 - 59,55.0,45.0,Agriculture,Education & training,Construction,43.0,31.0,26.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Larpent,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Nalangil,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Yeo,3249
--,40 - 59,63.0,37.0,Agriculture,Health Care/Social,Manufacturing,52.0,35.0,13.0,0,,,,,,,,,,,,,,,,,,,,2,,,,2,Barongarook West,3249
3 hours 56 mins,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Barramunga,3249
5 hours 13 mins,40 - 59,56.0,44.0,Agriculture,Manufacturing,Education & training,59.0,29.0,12.0,1,,,,,,,,,,,,,,,,,,,,1,,,,1,Coragulac,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Corunnun,3249
--,40 - 59,51.0,49.0,Agriculture,Health Care/Social,Manufacturing,55.0,31.0,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Dreeite,3249
--,40 - 59,62.0,38.0,Agriculture,Retail trade,Health Care/Social,49.0,34.0,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Irrewarra,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Ondit,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Wool Wool,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Balintore,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Irrewillipe East,3249
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Yeodene,3249
2 hours 41 mins,60+,43.0,57.0,Manufacturing,Health Care/Social,Retail trade,39.0,28.0,33.0,3,,,,1,,,,7,,,,3,219000.0,86,,18,260000.0,79,,113,338000.0,113,,35,Colac,3250
4 hours 41 mins,40 - 59,59.0,41.0,Manufacturing,Retail trade,Health Care/Social,42.0,43.0,15.0,1,,,,,,,,1,,,,,,,,3,337000.0,104,,17,455000.0,226,,14,Elliminyt,3250
5 hours 13 mins,40 - 59,29.0,71.0,Health Care/Social,Manufacturing,Retail trade,46.0,21.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,1,Colac East,3250
5 hours 50 mins,40 - 59,57.0,43.0,Agriculture,Construction,Health Care/Social,48.0,36.0,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Colac West,3250
--,40 - 59,46.0,54.0,Agriculture,Health Care/Social,Manufacturing,50.0,32.0,18.0,1,,,,,,,,,,,,,,,,,,,,2,,,,,Beeac,3251
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Eurack,3251
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,Weering,3251
5 hours 17 mins,5 - 19,49.0,51.0,Manufacturing,Agriculture,Health Care/Social,32.0,50.0,18.0,0,,,,,,,,,,,,,,,,,,,,1,,,,1,Cororooke,3254
--,60+,68.0,32.0,Agriculture,Professional/Technical,Health Care/Social,43.0,31.0,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,South Purrumbete,3260
3 hours 7 mins,60+,50.0,50.0,Retail trade,Health Care/Social,Manufacturing,47.0,27.0,26.0,3,,,,,,,,1,,,,,162000.0,,,13,230000.0,164,,45,400000.0,343,,22,Camperdown,3260
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Stonyford,3260
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Pomborneit North,3260
--,40 - 59,57.0,43.0,Agriculture,Retail trade,Hospitality,39.0,41.0,20.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Pomborneit,3260
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Bungador,3260
3 hours 27 mins,60+,50.0,50.0,Retail trade,Agriculture,Health Care/Social,43.0,28.0,28.0,2,,,,,,,,2,,,,,,,,4,187000.0,312,,17,313000.0,,,10,Terang,3264
--,20 - 39,0.0,100.0,Health Care/Social,Agriculture,Mining,28.0,0.0,72.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Framlingham,3265
--,40 - 59,62.0,38.0,Agriculture,Health Care/Social,Retail trade,38.0,43.0,19.0,1,,,,,,,,,,,,,,,,,,,,,,,,,Cudgee,3265
4 hours 15 mins,40 - 59,63.0,37.0,Retail trade,Education & training,Manufacturing,42.0,43.0,15.0,2,,,,,,,,,,,,,,,,,,,,6,,,,1,Noorat,3265
--,40 - 59,51.0,49.0,Manufacturing,Agriculture,Health Care/Social,30.0,43.0,27.0,1,,,,,,,,,,,,,,,,,,,,4,,,,,Panmure,3265
--,5 - 19,48.0,52.0,Agriculture,Construction,Health Care/Social,40.0,28.0,32.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Garvoc,3265
--,40 - 59,59.0,41.0,Agriculture,Education & training,Hospitality,55.0,20.0,25.0,0,,,,,,,,,,,,,,,,,,,,2,,,,1,Kolora,3265
--,40 - 59,47.0,53.0,Agriculture,Health Care/Social,Education & training,40.0,30.0,30.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Ellerslie,3265
--,40 - 59,62.0,38.0,Agriculture,Health Care/Social,Manufacturing,44.0,28.0,27.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Laang,3265
3 hours 41 mins,60+,54.0,46.0,Manufacturing,Agriculture,Retail trade,45.0,29.0,26.0,3,,,,,,,,2,,,,,,,,1,,,,5,293000.0,292,,12,Cobden,3266
--,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,Bullaharre,3266
--,40 - 59,58.0,42.0,Agriculture,Manufacturing,Construction,37.0,34.0,29.0,1,,,,,,,,,,,,,,,,,,,,2,,,,,Simpson,3266
--,40 - 59,58.0,42.0,Agriculture,Manufacturing,Health Care/Social,37.0,28.0,36.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Jancourt East,3266
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Elingamite,3266
4 hours 15 mins,40 - 59,54.0,46.0,Agriculture,Retail trade,Health Care/Social,49.0,33.0,18.0,1,,,,,,,,,,,,,,,,1,223000.0,,,10,,,,5,Timboon,3268
--,40 - 59,62.0,38.0,Agriculture,Wholesale trade,Hospitality,39.0,40.0,21.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Cooriemungle,3268
--,40 - 59,48.0,52.0,Agriculture,Hospitality,Construction,42.0,22.0,36.0,0,,,,,,,,,,,,,,,,2,,,,6,,,,5,Port Campbell,3269
--,40 - 59,57.0,43.0,Agriculture,Hospitality,Manufacturing,40.0,27.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Princetown,3269
5 hours 57 mins,60+,46.0,54.0,Hospitality,Construction,Retail trade,54.0,14.0,32.0,0,,,,,,,,,,,,,,,,3,,,,4,,,,3,Peterborough,3270
6 hours 30 mins,60+,51.0,49.0,Agriculture,Health Care/Social,Retail trade,48.0,27.0,25.0,2,,,,,,,,,,,,,,,,1,180000.0,229,,17,,,,2,Mortlake,3272
--,40 - 59,52.0,48.0,Agriculture,Health Care/Social,Hospitality,55.0,26.0,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Hexham,3273
--,40 - 59,51.0,49.0,Agriculture,Manufacturing,Health Care/Social,47.0,24.0,29.0,0,,,,,,,,,,,,,,,,,,,,1,,,,,Caramut,3274
--,40 - 59,61.0,39.0,Agriculture,Manufacturing,Construction,37.0,52.0,11.0,0,,,,,,,,,,,,,,,,1,,,,4,,,,6,Mailors Flat,3275
--,40 - 59,61.0,39.0,Agriculture,Construction,Education & training,35.0,39.0,26.0,1,,,,,,,,,,,,,,,,,,,,1,,,,1,Woolsthorpe,3276
5 hours 10 mins,40 - 59,56.0,44.0,Manufacturing,Health Care/Social,Retail trade,40.0,39.0,21.0,1,,,,,,,,,,,,,,,,3,273000.0,197,,10,,,,1,Allansford,3277
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Mepunga,3277
--,40 - 59,57.0,43.0,Agriculture,Manufacturing,Construction,43.0,27.0,31.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Naringal,3277
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Naringal East,3277
--,20 - 39,49.0,51.0,Agriculture,Manufacturing,Construction,50.0,24.0,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Mepunga West,3277
--,40 - 59,57.0,43.0,Agriculture,Retail trade,Health Care/Social,33.0,41.0,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,Purnim,3278
--,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Wangoom,3279
4 hours 32 mins,40 - 59,46.0,54.0,Health Care/Social,Retail trade,Manufacturing,35.0,29.0,36.0,3,,,,3,215000.0,140,,36,315000.0,,,10,272000.0,204,,66,320000.0,132,47%,283,424000.0,163,,126,Warrnambool,3280
4 hours 35 mins,20 - 39,51.0,49.0,Health Care/Social,Retail trade,Manufacturing,26.0,52.0,21.0,1,,,,,,,,,,,,,,,,,338000.0,99,,22,,,,9,Dennington,3280
6 hours 19 mins,40 - 59,66.0,34.0,Retail trade,Education & training,Health Care/Social,38.0,54.0,7.0,0,,,,,,,,,,,,,,,,,,,,2,,,,2,Bushfield,3281
--,40 - 59,63.0,37.0,Manufacturing,Health Care/Social,Education & training,41.0,44.0,15.0,1,,,,,,,,,,,,,,,,,,,,2,,,,3,Woodford,3281
